index,Sex,Age_group,Age_est,Ethnicity,BMI_class,sample_weight,BMI_est,Wt_est,Ht_est,IMD_q,finalWeight_10p,final_BMI_10p,final_BMI_class_10p,X,finalWeight_15p,final_BMI_15p,final_BMI_class_15p,finalWeight_20p,final_BMI_20p,final_BMI_class_20p,finalWeight_22.5p,final_BMI_22.5p,final_BMI_class_22.5p,sample_share
1890,female,40-44,42,Mixed,obese,0.797480835288743,32.20425693559455,84.1,161.6,1,78.89509633779733,30.211152834969205,obese,3811.0,75.51050753485201,28.915098525440214,overweight,72.19477636005502,27.645411739678945,overweight,70.56326982225703,27.02066196874733,overweight,0.00010083146866878261
1891,female,50-54,52,White,obese,0.819154114231768,32.7159209157128,78.6,155.0,1,73.9897459505874,30.79698062459413,obese,3814.0,71.02110074696388,29.561332256800785,overweight,68.10811018953741,28.348849194396426,overweight,66.67285306613215,27.75144768621525,overweight,0.00010357178348262031
1892,female,55-59,57,White,obese,0.904966377173462,47.74424630391708,125.3,162.0,1,118.0952440947579,44.998949891311504,obese,3817.0,113.46990305499426,43.236512366634,obese,108.91217277136164,41.49983720902364,obese,106.65923173069932,40.64137773612991,obese,0.00011442166992417966
1893,male,75-79,77,White,overweight,0.844278106221956,29.203685975114432,87.0,172.6,1,82.46378888856711,27.68099534505569,overweight,3821.0,79.60372731225628,26.72094545834221,overweight,76.78489190539239,25.77473414756535,overweight,75.39117506307903,25.30689887169009,overweight,0.00010674839776486342
1894,female,80-84,82,White,overweight,0.874906980220771,28.155390700435092,66.6,153.8,1,63.27064157248377,26.74789239249957,overweight,3822.0,61.19488715289021,25.870359709589493,overweight,59.14730795181988,25.00473820213874,overweight,58.13422630931049,24.57645427636862,normal,0.00011062103546637434
1895,female,50-54,52,White,overweight,0.924066735915129,27.82742031421824,82.9,172.6,1,78.01707589942149,26.18834695705027,overweight,3823.0,74.86634348790324,25.130726268112408,overweight,71.77442115858473,24.092846627136986,normal,70.25096508253662,23.581461192173894,normal,0.00011683667118665587
1896,female,40-44,42,White,overweight,0.835040866418198,28.403721566356268,79.5,167.3,1,74.5925747939999,26.6503990612123,overweight,3824.0,71.40126136776415,25.510208143101927,overweight,68.2763627777849,24.393745885581552,normal,66.7393252730179,23.844593868946976,normal,0.00010558046442446982
1897,male,55-59,57,White,obese,1.02894813870507,36.14140366683949,106.3,171.5,1,100.2841001191752,34.096031456000546,obese,3831.0,96.44825617847133,32.791866034890674,obese,92.67347128921506,31.50846034873737,obese,90.80944387756357,30.87470148579709,obese,0.00013009761165242006
1898,female,55-59,57,White,overweight,0.90313487303965,29.152529297179253,78.6,164.2,1,74.0996864833006,27.483375077814483,overweight,3832.0,71.21240286041908,26.412489322021614,overweight,68.37681795349661,25.360778481389342,overweight,66.97875918998474,24.842242233775377,normal,0.00011419009915343086
1899,female,45-49,47,Black,obese,0.96346019321896,30.041085931279245,80.7,163.9,5,75.83874483860461,28.23145291966396,overweight,3837.0,72.69152901579014,27.059881903834327,overweight,69.60620289841006,25.91134972269139,overweight,68.08720216591527,25.34589208285803,overweight,0.0001218174807310609
1900,female,35-39,37,Asian,obese,0.768478244083168,32.50953187973938,76.5,153.4,4,71.66256236291457,30.45380857151611,obese,3842.0,68.5089897057641,29.113662547559144,overweight,65.42482209302845,27.803010974635107,overweight,63.9092416853061,27.15894810429317,overweight,9.716445406848864e-05
1901,male,45-49,47,Asian,overweight,0.802175614079383,27.86261897049069,86.7,176.4,4,81.59016898295414,26.220482008189144,overweight,3843.0,78.2808775271717,25.15698112128296,overweight,75.03558347421821,24.1140469615985,normal,73.43734634149901,23.600424444257733,normal,0.00010142506467709782
1902,female,45-49,47,White,overweight,0.928075715357843,26.10675225040205,60.0,151.6,4,56.518687242232254,24.591989422515272,normal,3847.0,54.275309193794655,23.61586750727276,normal,52.07580720810978,22.658836617030385,normal,50.992682825134096,22.187555618318456,normal,0.00011734355645233808
1903,female,50-54,52,White,overweight,0.760666197794002,27.197588532436825,69.8,160.2,5,65.76237732524817,25.624327785199903,overweight,3856.0,63.16476554410612,24.612167664992,normal,60.61639975345221,23.61919625805299,normal,59.360959640461886,23.130013684697303,normal,9.617671860728484e-05
1904,female,45-49,47,White,obese,0.783023239111558,39.1819845512068,108.1,166.1,5,101.58376326012184,36.82010585302074,obese,3859.0,97.35943120209332,35.28895216720354,obese,93.20750198930976,33.78404165589002,obese,91.15931423683917,33.04165441375058,obese,9.90034866139688e-05
1905,female,85-89,87,White,obese,0.482985857656347,35.1989455851283,86.1,156.4,3,81.7104919909346,33.40445018958152,obese,3864.0,78.96930981718651,32.283814624277426,obese,76.26507371353372,31.17828315549909,obese,74.92704729163069,30.63127828655567,obese,6.106751563015082e-05
1906,male,30-34,32,White,overweight,0.667245352740511,29.39770459544388,88.8,173.8,3,83.18981525040778,27.540423581993693,overweight,3866.0,79.51827684510494,26.32494158368379,overweight,75.92818215784385,25.13642195433949,overweight,74.16428250712666,24.552473746368868,normal,8.436482220276289e-05
1907,female,50-54,52,White,overweight,0.428171589649194,28.873348762322525,76.3,162.56,3,71.83822389201325,27.18492913368164,overweight,3870.0,68.96418451835382,26.09733881661328,overweight,66.14445610765748,25.030300784934845,overweight,64.75531508844195,24.50462381078205,normal,5.4136937611728165e-05
1908,male,70-74,72,White,overweight,0.454396751531854,28.34350348773401,68.8,155.8,4,65.1955747350747,26.85859011465717,overweight,3871.0,62.89484316476024,25.91075881687305,overweight,60.63103888883113,24.978140439106426,overweight,59.51311978093718,24.51759183251345,normal,5.745278104230761e-05
1909,female,30-34,32,White,obese,0.48077118687774,33.51366561192636,101.0,173.6,4,93.64168277663322,31.07204003875415,obese,3872.0,89.484879299662,29.69273586309369,overweight,85.40902341330019,28.340291593213184,overweight,83.40221705189528,27.674396173965548,overweight,6.0787498233690225e-05
1910,female,55-59,57,White,obese,0.451184916915632,34.03232612916839,84.4,157.48,5,79.53689564995022,32.07139303389503,obese,3873.0,76.41596772345815,30.812951836975515,obese,73.3500482351974,29.5766915062852,overweight,71.83810427986415,28.967035466274226,overweight,5.704668476118802e-05
1911,male,55-59,57,White,overweight,0.470222399806721,26.03602205494755,81.2,176.6,5,76.6257052870392,24.56931715306975,normal,3874.0,73.67867820627094,23.624380428052387,normal,70.78475833674449,22.696472034601133,normal,69.35798885638607,22.23899171861668,normal,5.945373615944552e-05
1912,female,85-89,87,White,obese,0.908637087882342,31.28020668106933,62.1,140.9,2,59.09472001246274,29.76642601851463,overweight,3883.0,57.23792191404413,28.83114375952025,overweight,55.40435166812762,27.90756153316715,overweight,54.49638903194965,27.45021436862069,overweight,0.00011488578534295406
1913,male,55-59,57,White,obese,0.931064208552771,31.78169478157544,98.0,175.6,2,92.45978845365512,29.98498751227653,obese,3884.0,88.91883638299136,28.83664610466405,overweight,85.4363829873374,27.707275993319808,overweight,83.71752106455352,27.149843901466863,overweight,0.00011772141400654772
1914,female,25-29,27,White,overweight,0.830948225588463,25.333508905264083,73.3,170.1,2,67.22143264339802,23.232670702539338,normal,3886.0,64.21235491428891,22.19269120121577,normal,61.27366865273618,21.177039979158156,normal,59.83122226640177,20.678510260555576,normal,0.00010506300122368132
1915,female,85-89,87,White,overweight,0.871293657019163,25.81337789595116,62.9,156.1,2,59.85340138425838,24.563091705721902,normal,3890.0,57.96702796707429,23.788947510640035,normal,56.10446390732595,23.02457437980218,normal,55.18222567186636,22.646099275159678,normal,0.0001101641759795113
1916,male,25-29,27,Mixed,overweight,1.26477386076762,25.50690540614184,79.1,176.1,2,73.89005986137035,23.82688707127853,normal,3892.0,70.46847056293831,22.72354756971376,normal,67.13504744453093,21.64863849057516,normal,65.50184213392028,21.12198851122555,normal,0.00015991482211470475
1917,male,50-54,52,White,obese,1.05780995025478,35.33995507334993,108.6,175.3,3,102.3400299431192,33.30287348430127,obese,3897.0,98.33413673635916,31.99929994879909,obese,94.39400330975486,30.7171255631711,obese,92.44912575997272,30.08423527557931,obese,0.00013374682642752523
1918,female,16-19,18,White,obese,1.08614797273421,33.397935455369314,88.3,162.6,3,79.12258418115285,29.92673793368254,obese,3898.0,75.55615219117122,28.57779721559227,overweight,72.0670225733191,27.258094771963247,overweight,70.35212406744637,26.6094643120352,overweight,0.0001373298146315431
1919,female,30-34,32,White,overweight,0.985811616023371,29.72107910379515,78.0,162.0,2,72.22434922986878,27.52032816257765,overweight,3899.0,69.01827939307012,26.298688992939383,overweight,65.88361000304091,25.10425621210216,overweight,64.34358501768149,24.5174458991318,normal,0.00012464353834709086
1920,male,35-39,37,Black,overweight,0.944570425235977,27.615114525402955,75.0,164.8,5,70.32483980115659,25.89371340119407,overweight,3900.0,67.25224778111655,24.762380327550808,normal,64.25172423758795,23.657582977008,normal,62.77877329248019,23.11524018981532,normal,0.00011942910603382182
1921,female,55-59,57,Black,obese,1.00972856138678,37.07090747514828,86.1,152.4,5,81.13247336500116,34.9321070074784,obese,3906.0,77.94483995340538,33.55965098812929,obese,74.81304872185832,32.21123817772091,obese,73.26848730776084,31.54621734994284,obese,0.0001276675366933212
1922,male,25-29,27,Black,overweight,1.25332647442637,26.597087133610565,82.2,175.8,5,76.8363087061931,24.86158148033598,normal,3907.0,73.29724997452247,23.716464041683803,normal,69.84664286952136,22.59996650110509,normal,68.1550596159739,22.05262845745109,normal,0.00015846744341150456
1923,female,55-59,57,Asian,obese,0.844675271683106,31.70451090253193,83.0,161.8,3,78.22364745430103,29.8800299222976,overweight,3910.0,75.1580119112675,28.70901214522174,overweight,72.14668668395834,27.558739934374845,overweight,70.66177366539969,26.991529802010938,overweight,0.00010679861436566457
1924,male,60-64,62,Asian,overweight,0.899832673709573,29.35138318799577,90.3,175.4,3,85.30302866832871,27.727152619498387,overweight,3911.0,82.11365402294545,26.690468706467136,overweight,78.97647572597303,25.67075085127886,overweight,77.42779741640503,25.16736380256271,overweight,0.0001137725773854398
1925,male,25-29,27,White,overweight,1.23019299120378,26.478423849980903,87.9,182.2,3,82.2051166404894,24.76293425533557,normal,3913.0,78.45834983040002,23.634282609549597,normal,74.80080092887393,22.5325063858108,normal,73.00619005038833,21.9919094860801,normal,0.00015554250404551488
1926,female,30-34,32,White,overweight,1.15971481224782,28.27281867452892,76.6,164.6,3,70.97033894309054,26.19492851446289,overweight,3914.0,67.81777435232152,25.031326856048363,overweight,64.73614874771901,23.89390855393724,normal,63.2224653684237,23.335212787442924,normal,0.00014663142057018885
1927,male,35-39,37,White,overweight,0.944570425235977,29.50696436181164,98.6,182.8,2,92.5536168578294,27.69752813570732,overweight,3915.0,88.62630972039311,26.5222450551574,overweight,84.77654838230164,25.370168274178244,overweight,82.88142177193481,24.803034061670992,normal,0.00011942910603382182
1928,female,70-74,72,White,overweight,0.437487137127239,26.79873036879271,64.8,155.5,4,61.43439566468442,25.406848839314907,overweight,3916.0,59.31503622414168,24.53036516336336,normal,57.22738749013764,23.666995787941666,normal,56.195608396092965,23.24029255119073,normal,5.531477197727121e-05
1929,male,50-54,52,White,overweight,0.539178639220047,28.072859160993065,91.3,180.34,2,86.03799583184679,26.454901856314823,overweight,3920.0,82.65084589572635,25.41342339942681,overweight,79.32447438096366,24.390633048374543,normal,77.68450525246591,23.886376505409658,normal,6.817238943141337e-05
1930,male,40-44,42,White,overweight,0.542429471657695,27.8339745590243,92.4,182.2,1,86.84184228647999,26.159671308016065,overweight,3923.0,83.23609105560139,25.07349827742683,overweight,79.7012025003738,24.008671457998357,normal,77.96087590416163,23.4844268021178,normal,6.858341649887322e-05
1931,male,50-54,52,White,obese,0.515008523438224,30.420021522165225,104.0,184.9,1,98.00620860770783,28.666836299541224,overweight,3926.0,94.1644386118601,27.543117780724906,overweight,90.3872896012674,26.43830091346861,overweight,88.52348008789919,25.893136245104404,overweight,6.511638085498992e-05
1932,female,50-54,52,White,obese,0.448920555712637,34.44688578623189,84.8,156.9,2,79.79834170009704,32.41514578389089,obese,3927.0,76.57438178400002,31.105530465386373,obese,73.40985707136643,29.82005851557744,overweight,71.85031317054865,29.186551078901907,overweight,5.67603846325938e-05
1933,male,60-64,62,White,overweight,0.479295706582193,29.93378707079204,98.5,181.4,2,93.03719360832564,28.27366033640278,overweight,3928.0,89.55908834442053,27.21667696199124,overweight,86.13604637362943,26.17642711947301,overweight,84.44557842107699,25.66270013732375,overweight,6.060094222054417e-05
1934,female,35-39,37,White,overweight,0.341195871161733,25.57639198323379,76.3,172.72,4,71.47615011159024,23.959397545301336,normal,3930.0,68.324851860367,22.90305626968712,normal,65.2439166316819,21.870301262035685,normal,63.73038542263653,21.362953064376416,normal,4.313994678067205e-05
1935,male,40-44,42,White,overweight,0.409516850206137,27.70083102493075,100.0,190.0,4,94.00104152855666,26.039069675500457,overweight,3931.0,90.11925296754588,24.963781985469776,overweight,86.310442698246,23.908709888710806,normal,84.43405140527142,23.3889339072774,normal,5.177827933124941e-05
1936,female,75-79,77,White,obese,0.482985857656347,31.124739066484736,69.9,149.86,4,66.29953808083795,29.52154253211086,overweight,3934.0,64.04106080180551,28.515898526424607,overweight,61.81524340487034,27.524797157479696,overweight,60.71475471842117,27.03477679680232,overweight,6.106751563015082e-05
1937,female,16-19,18,White,overweight,0.816787008971524,27.965657875411143,75.4,164.2,1,67.59588905410469,25.071134046039003,overweight,3935.0,64.5410444211056,23.938100360773905,normal,61.5579709507028,22.831686407318998,normal,60.093861833135215,22.288652260446774,normal,0.00010327249265414844
1938,male,20-24,22,White,overweight,2.20697709178687,26.227056333420133,98.2,193.5,2,91.75403868108434,24.50548209070885,normal,3937.0,87.51531008694926,23.373411076243883,normal,83.37431026785609,22.26744126430866,normal,81.3415434141167,21.724534026164747,normal,0.000279044626072621
1939,male,70-74,72,White,overweight,0.773992402373411,28.43283822016461,84.9,172.8,1,80.39552234728518,26.924297768268406,overweight,3940.0,77.53993090332224,25.9679659714594,overweight,74.72778015191818,25.02618237469396,overweight,73.33824099993028,24.560828524175037,normal,9.786165035744528e-05
1940,female,65-69,67,White,overweight,0.771416553494869,25.693766159149668,55.9,147.5,1,53.0087292964668,24.36482817418756,normal,3941.0,51.18740436232317,23.52767796027494,normal,49.39317841961913,22.70298347353939,normal,48.50633863626558,22.295358178116903,normal,9.753596651151537e-05
1941,male,75-79,77,White,obese,0.796447763356481,31.20624094410852,82.1,162.2,1,77.83345775201919,29.5845266275591,overweight,3946.0,75.14089724379578,28.561083363537044,overweight,72.48760460962814,27.552565833243943,overweight,71.17589273356793,27.053983654759367,overweight,0.00010070084965505703
1942,female,85-89,87,White,obese,0.80364646139949,31.07153116920425,67.6,147.5,1,64.27869245212692,29.54493189411177,overweight,3949.0,62.219197024623696,28.59830946262508,overweight,60.186363534135566,27.663941871478567,overweight,59.18008154366248,27.201416394673934,overweight,0.0001016110349084956
1943,male,85-89,87,White,overweight,0.795693425039209,25.116511752878264,73.1,170.6,1,69.49051718525925,23.876325466445323,normal,3950.0,67.22316987009637,23.097285035677256,normal,64.98658045948099,22.328812748152163,normal,63.87995387140317,21.948585665997527,normal,0.00010060547301772863
1944,female,70-74,72,White,overweight,0.773868805441508,25.96281235117745,70.0,164.2,1,66.318327202077,24.59728977987875,normal,3954.0,63.99361901714232,23.73506174592581,normal,61.7045039197599,22.88603509273172,normal,60.57348654140711,22.46654377901608,normal,9.784602307260623e-05
1945,female,70-74,72,White,overweight,0.789215222412363,26.34095611969209,69.3,162.2,1,65.660588056598,24.95761426828321,overweight,3955.0,63.36357017197072,24.08451690457304,normal,61.10162037474302,23.224748934100862,normal,59.98398277745732,22.799934462126544,normal,9.97863853904224e-05
1946,male,35-39,37,White,overweight,0.801784027582633,27.0124422429321,88.3,180.8,1,82.85490752366456,25.34669766734393,overweight,3957.0,79.30124974026388,24.25957450057998,normal,75.82322638681708,23.19558916700636,normal,74.11312641336261,22.67244107229992,normal,0.00010137555346650694
1947,female,40-44,42,White,obese,0.555166192247939,32.309784486278346,82.3,159.6,1,77.2109515692817,30.31189799737506,obese,3958.0,73.90286324055616,29.01319057377001,overweight,70.66256643862711,27.74109711882585,overweight,69.06835191539479,27.11523165502839,overweight,7.019381537782964e-05
1948,male,65-69,67,White,overweight,0.445218573726589,26.451563549201435,77.8,171.5,3,73.60859192916209,25.026508318527853,overweight,3962.0,70.92928403695254,24.11555866584588,normal,68.29402923010184,23.21958681505218,normal,66.99312754939209,22.777287541548876,normal,5.629231535227881e-05
1949,female,80-84,82,White,obese,0.550989451950982,30.44841804055563,80.7,162.8,1,76.54123304117067,28.879299392529784,overweight,3963.0,73.93408701848074,27.895613246412868,overweight,71.36369432163106,26.92579427042687,overweight,70.09250944741403,26.44617136513578,overweight,6.966571885217737e-05
1950,male,55-59,57,White,obese,0.594192767539537,35.121899498353244,121.9,186.3,1,114.98842483945806,33.13053240923209,obese,3964.0,110.5876398276496,31.862575650424898,obese,106.25321370547472,30.61373825382061,obese,104.11145079836884,29.996652268810983,obese,7.51282372844575e-05
1951,female,80-84,82,White,overweight,0.482985857656347,27.08360032466145,63.4,153.0,1,60.2591468831068,25.74187145247845,overweight,3965.0,58.30398813381515,24.90665476261914,overweight,56.37489280451607,24.08257200415057,normal,55.42024471608372,23.674759586519595,normal,6.106751563015082e-05
1952,male,55-59,57,White,overweight,0.477289803638578,28.055999775552003,75.0,163.5,3,70.77536350695826,26.47564776887776,overweight,3967.0,68.0474495602981,25.4551897278748,overweight,65.37003863688258,24.453623857656048,normal,64.05048374148923,23.96000476633625,normal,6.0347320903439404e-05
1953,female,25-29,27,White,obese,0.67294316827999,32.91479169690812,90.7,166.0,3,82.94547700720312,30.10069567687731,obese,3968.0,79.24607301437092,28.75819168760739,overweight,75.62406972453248,27.443776210093077,overweight,73.8427847030909,26.797352555919183,overweight,8.50852396518436e-05
1954,male,30-34,32,White,overweight,0.80864399754554,26.58499006981838,83.1,176.8,3,77.8250548767403,24.897452600255257,normal,3969.0,74.35933448834234,23.78871442804916,normal,70.97473038820267,22.705926625492243,normal,69.31335303661012,22.174426019062533,normal,0.00010224291079445227
1955,female,30-34,32,White,obese,0.588128619750062,44.6111288109009,116.5,161.6,3,109.02359145373345,41.74820156025353,obese,3972.0,104.18188902235244,39.894177432954045,obese,99.42734711948562,38.07352952509466,obese,97.08355013697864,37.17602369596832,obese,7.43615017081525e-05
1956,male,35-39,37,White,obese,0.664442643734741,31.19606898735035,101.3,180.2,3,95.09576042272602,29.285428455596268,overweight,3973.0,91.07068898254984,28.045878541215725,overweight,87.12354194647828,26.83032601169446,overweight,85.17986896180257,26.231757832831747,overweight,8.401045473360523e-05
1957,female,50-54,52,White,overweight,0.413360331538594,25.76296009767779,69.8,164.6,3,65.76384598042597,24.2732283648072,normal,3974.0,63.16563104925167,23.31423541929095,normal,60.61681898336983,22.37347691571224,normal,59.36121919300642,21.91003898880988,normal,5.2264239432613316e-05
1958,female,45-49,47,White,obese,0.465976955033577,30.238063456346858,77.7,160.3,1,73.03292597799188,28.421805020916363,overweight,3975.0,70.0135203074692,27.246760229851773,overweight,67.05393790774761,26.09499651804909,overweight,65.5969904026293,25.528004611841453,overweight,5.891695281282964e-05
1959,male,40-44,42,White,overweight,0.561005865494892,29.078506185686205,100.6,186.0,1,94.56519341220786,27.3341407712475,overweight,3976.0,90.66235742109242,26.206023072347215,overweight,86.8324093242968,25.098973674499018,overweight,84.94540051333206,24.553532348633382,normal,7.093216895822995e-05
1960,male,80-84,82,White,overweight,0.466033305190019,27.382006370880152,75.0,165.5,3,71.20947358913475,25.99811012646279,overweight,3979.0,68.82025885091355,25.12582355068448,overweight,66.46494453431933,24.26591379571904,normal,65.30015469685155,23.840656692381977,normal,5.8924077584714234e-05
1961,male,65-69,67,White,overweight,0.457415571782137,28.5643428429714,90.3,177.8,1,85.40091864256607,27.014630334562177,overweight,3981.0,82.28683890075335,26.029562323648666,overweight,79.22148267572163,25.05990688458285,overweight,77.70738675664225,24.580957217586985,normal,5.783447307302943e-05
1962,female,65-69,67,White,overweight,0.452646739298167,25.67145286974408,64.9,159.0,1,61.45162081461383,24.30743278138279,normal,3982.0,59.26780175914735,23.44361447693816,normal,57.11856838293369,22.59347667534262,normal,56.057088384005446,22.17360404414597,normal,5.723151390220498e-05
1963,female,70-74,72,White,overweight,0.45877726978469,27.198523590091195,76.4,167.6,1,72.32782757208388,25.748823618316383,overweight,3983.0,69.75169949538585,24.8317178556833,normal,67.21546618322868,23.928814693763385,normal,65.96255494604206,23.48277626652633,normal,5.800664273956575e-05
1964,male,70-74,72,White,overweight,0.464388396792744,25.45557743741454,74.0,170.5,1,70.11052063317426,24.11761874534077,normal,3984.0,67.63054705772086,23.26452199679083,normal,65.18981244104597,22.424923225994263,normal,63.984322439644615,22.01024154922803,normal,5.8716099509024425e-05
1965,male,60-64,62,White,overweight,0.517647987530237,28.404586450418734,100.5,188.1,1,94.9248006875663,26.82885281013676,overweight,3985.0,91.37551977746728,25.82570995991061,overweight,87.88213623708333,24.838365534265776,normal,86.15683592362666,24.350739246638767,normal,6.545010804832093e-05
1966,female,55-59,57,White,obese,0.477103101407133,39.24715088310441,90.2,151.6,1,84.98318501849116,36.977249278797125,obese,3986.0,81.63402817844364,35.51998914761612,obese,78.34275551374294,34.08791514685176,obese,76.71924850224326,33.38150689141822,obese,6.032371474343241e-05
1967,female,30-34,32,White,obese,0.971453764613193,35.95491621549027,101.6,168.1,5,94.22587780706148,33.34531045161338,obese,3987.0,90.04626037773251,31.866198301177107,obese,85.94779381936883,30.4158043866303,obese,83.92973940056248,29.701641221802724,overweight,0.00012282816776944903
1968,male,30-34,32,White,obese,1.03200786833311,32.906058238046526,95.3,170.18,5,89.31021534856986,30.83785044609146,obese,3988.0,85.40368357322083,29.488967317986376,overweight,81.57920195010358,28.16841521913397,overweight,79.69839049285449,27.51899138548209,overweight,0.00013048447616185113
1969,female,30-34,32,Asian,overweight,0.834006183592774,26.75942105666209,61.5,151.6,4,57.58955034409483,25.057935384089,overweight,3990.0,55.035433668090334,23.94660719610449,normal,52.54224288140151,22.861788626419997,normal,51.31874029227498,22.32942731021913,normal,0.00010544964173346925
1970,female,75-79,77,White,obese,0.871293657019163,31.07913296897866,76.9,157.3,4,72.88161644897781,29.45510336296337,overweight,3994.0,70.35382247793888,28.43349549633006,overweight,67.86320102860662,27.42691090336273,overweight,66.63205071003583,26.929341534628502,overweight,0.0001101641759795113
1971,female,45-49,47,White,overweight,0.838342175962275,25.873299562340858,76.9,172.4,4,72.28645894826738,24.321056003502942,normal,3995.0,69.29805984980551,23.31559767988353,normal,66.36945505484212,22.33025737871584,normal,64.92800857282245,21.845277188437848,normal,0.00010599787369015962
1972,male,50-54,52,White,overweight,0.872209226147584,25.740924419757985,81.1,177.5,4,76.42777170861767,24.257971579803268,normal,3996.0,73.40364097965355,23.29812052518264,normal,70.43707361016683,22.35653992784506,normal,68.97567446008398,21.892695722303984,normal,0.00011027993823460431
1973,male,70-74,72,Other,overweight,0.758418266365807,27.813208616780045,78.5,168.0,4,74.35426601085483,26.344340281623737,overweight,3998.0,71.7192138691133,25.410719199657493,overweight,69.12512533628036,24.49161186801317,normal,67.84364163795739,24.03757144202005,normal,9.589249581804433e-05
1974,female,55-59,57,White,overweight,0.787753152898947,28.681788297172908,69.8,156.0,5,65.86115995742044,27.063264282306232,overweight,3999.0,63.340126057697205,26.027336479987348,overweight,60.86420581706341,25.0099465060254,overweight,59.6434093337107,24.50830429557475,normal,9.960152500279915e-05
1975,male,55-59,57,White,obese,0.801465697738594,31.47559253482276,111.2,187.96,5,104.90454207847802,29.693638682682938,overweight,4000.0,100.8908218699134,28.55753956547463,overweight,96.94004234148572,27.439256052599543,overweight,94.98878430852947,26.886944876559717,overweight,0.00010133530464261649
1976,male,45-49,47,White,obese,0.929061697452029,31.19223553275508,101.4,180.3,5,95.43937857548616,29.358654591975764,overweight,4001.0,91.60211905734462,28.17825318477481,overweight,87.83293589700187,27.018793136416768,overweight,85.97442704380626,26.44708656946817,overweight,0.00011746822154551478
1977,female,50-54,52,White,overweight,0.760666197794002,27.190734109071887,73.4,164.3,5,69.12704536309904,25.607835289016027,overweight,4002.0,66.37519570251939,24.588423675542444,normal,63.67560388425926,23.58837076909371,normal,62.34573002736835,23.09572435981133,normal,9.617671860728484e-05
1978,male,35-39,37,White,obese,0.756770771106317,30.267439573568307,92.8,175.1,5,87.08999866820122,28.405078363706085,overweight,4003.0,83.37448597228679,27.19323508775333,overweight,79.73499157858258,26.00618577051429,overweight,77.94433955075954,25.42215072687829,overweight,9.568419066601007e-05
1979,female,45-49,47,White,obese,0.880623176837405,30.27083302180106,74.9,157.3,5,70.41605662748677,28.45864742622616,overweight,4007.0,67.51710112527795,27.287034636573363,overweight,64.67586342946481,26.138748496850987,overweight,63.277257962191,25.573502134191127,overweight,0.00011134377697256495
1980,male,20-24,22,White,overweight,0.964731930889015,26.202474985758496,83.3,178.3,5,77.43261881453921,24.35685783397042,normal,4008.0,73.79513404800622,23.212666914328665,normal,70.25156626856952,22.09801810159121,normal,68.51562369269375,21.55196777840877,normal,0.00012197827603968626
1981,male,60-64,62,White,obese,0.822039104676327,34.01098359336393,98.5,170.18,5,93.03464724175738,32.12385645638387,obese,4009.0,89.55752653470802,30.923244321159487,obese,86.1352092570879,29.741555216789692,overweight,84.4449882785693,29.15794021202264,overweight,0.00010393655440970468
1982,female,50-54,52,White,overweight,0.793168876045523,25.57639198323379,76.3,172.72,5,71.83999512381614,24.0813614070816,normal,4010.0,68.9638198101505,23.117243618945125,normal,66.14234536847539,22.17146201618027,normal,64.75249913114361,21.705574045506356,normal,0.00010028627540006112
1983,male,85-89,87,White,overweight,0.873007918458674,28.240648901232117,82.0,170.4,4,77.89954501394097,26.82845975981017,overweight,4011.0,75.33421572132728,25.94496507848396,overweight,72.80304016118036,25.073232879685317,overweight,71.55044171610783,24.641840283325283,normal,0.00011038092287922277
1984,female,70-74,72,White,overweight,0.818066587640841,27.490138067061142,66.9,156.0,5,63.40571489184713,26.05428784181753,overweight,4013.0,61.20357726358302,25.149398941314523,overweight,59.03469809185359,24.25817640197797,normal,57.96289838565826,23.81775903421197,normal,0.00010343427935897597
1985,female,70-74,72,White,obese,0.818066587640841,36.2945153672873,88.1,155.8,5,83.32444799330133,34.32713346383209,obese,4014.0,80.29931090110011,33.080869165522806,obese,77.32041356624582,31.85365423819658,obese,75.84862110064617,31.24732059165669,obese,0.00010343427935897597
1986,female,30-34,32,White,obese,0.820581945465414,31.132946655373495,79.8,160.1,5,73.84483260210973,28.809614463364262,overweight,4015.0,70.5690167269129,27.53159690828496,overweight,67.36529193192625,26.281704763663196,overweight,65.79101210407104,25.6675196771814,overweight,0.00010375231486836522
1987,male,50-54,52,Asian,overweight,1.0176072813666,26.50555263881205,67.6,159.7,4,63.70118879278937,24.97685225890804,overweight,4018.0,61.15782865739013,23.97961607624116,normal,58.66669185825208,23.0028563490217,normal,57.44083829346435,22.52220655332708,normal,0.00012866370220807955
1988,female,45-49,47,Asian,obese,0.890154363031511,32.887427972122545,78.3,154.3,4,73.59374589658418,30.91071541982888,obese,4019.0,70.55036486033546,29.63243988188056,overweight,67.56701926947628,28.37938032587378,overweight,66.09826323108386,27.7624760037633,overweight,0.00011254887615436456
1989,male,30-34,32,Asian,obese,1.10904508672562,34.01634422220282,99.7,171.2,3,93.45419787540852,31.885357712535114,obese,4021.0,89.38721577428147,30.497756277254524,obese,85.40303377540579,29.13840516072835,overweight,83.44269007088296,28.469561366878036,overweight,0.00014022486806714634
1990,male,50-54,52,Asian,overweight,2.15416467276108,28.153117530724856,89.0,177.8,4,83.86986827124882,26.53031751378516,overweight,4023.0,80.56479669642714,25.48483359812884,overweight,77.31971864639286,24.45832726398288,normal,75.72007474194331,23.952316445451693,normal,0.0002723671567985243
