index,Sex,Age_group,Age_est,Ethnicity,BMI_class,sample_weight,BMI_est,Wt_est,Ht_est,IMD_q,finalWeight_10p,final_BMI_10p,final_BMI_class_10p,X,finalWeight_15p,final_BMI_15p,final_BMI_class_15p,finalWeight_20p,final_BMI_20p,final_BMI_class_20p,finalWeight_22.5p,final_BMI_22.5p,final_BMI_class_22.5p,sample_share
16,female,45-49,47,White,obese,0.896126690319511,35.188246097337,95.8,165.0,5,90.00065082640353,33.0580902943631,obese,33.0,86.24125836498824,31.677229886129748,obese,82.55089889411153,30.32172594825033,obese,80.73218391580846,29.653694734915877,overweight,0.00011330400217767727
17,male,45-49,47,White,overweight,0.996005704084961,27.46283698664651,98.1,189.0,5,92.33274517139785,25.848309165868216,overweight,34.0,88.61310585318213,24.807005921777705,normal,84.9610707567776,23.784628301777,normal,83.16096628372138,23.280693789009653,normal,0.00012593245317175477
18,female,40-44,42,White,obese,1.00914764361856,42.89446944404123,118.2,166.0,5,110.98858953457432,40.27746753323208,obese,35.0,106.2983823153638,38.57540365632305,obese,101.68644777277996,36.90174472811002,obese,99.41052298675488,36.0758176029739,obese,0.0001275940869135228
19,male,45-49,47,White,overweight,1.11971673608606,25.817447292008584,81.8,178.0,5,76.9767117335484,24.29513689355776,normal,36.0,73.84257625716096,23.30595134994349,normal,70.77117660233937,22.336566280248505,normal,69.25934156970642,21.85940587353441,normal,0.00014157416453988456
20,male,55-59,57,White,obese,0.821321677648589,33.140359168241964,112.2,184.0,5,105.84677715304588,31.26381650314446,obese,39.0,101.79769336353456,30.067844211819047,obese,97.81178817436916,28.89053289649373,overweight,95.84305063450748,28.30902960612816,overweight,0.00010384584474287825
21,female,50-54,52,White,obese,0.770203943703552,42.70860070475565,100.5,153.4,5,94.55265447081368,40.18120960565882,obese,40.0,90.71503510925167,38.55037027262608,obese,86.94353021480762,36.94762702294605,obese,85.08310017008237,36.15701643668434,obese,9.73826471829871e-05
22,female,30-34,32,White,obese,0.980890666231743,31.0847620573626,77.6,158.0,5,71.86615100889591,28.78791500116004,overweight,43.0,68.67701627561141,27.51042151722937,overweight,65.55889247753572,26.261373368665165,overweight,64.02697343710858,25.64772209465974,overweight,0.00012402134584693435
23,female,35-39,37,Asian,obese,0.778915389780075,30.409898194922917,80.4,162.6,3,75.24539922753367,28.4602603251944,overweight,45.0,71.92707204688176,27.205160925429848,overweight,68.680720577825,25.977285083651804,overweight,67.08509425282556,25.373767246582503,overweight,9.848410048851597e-05
24,male,20-24,22,White,obese,3.74038827863848,39.08061773671652,127.1,180.34,1,118.9499504590284,36.57464629182264,obese,47.0,113.6309932518386,34.93917710714808,obese,108.4116205548626,33.33432809695157,obese,105.84023137708164,32.54367917870463,obese,0.00047292527523882594
26,female,65-69,67,White,obese,0.780795082462614,33.50013002522655,80.9,155.4,2,76.45904686242997,31.661162070411542,obese,59.0,73.63668227343362,30.49244042999161,obese,70.85991357517129,29.342599732318345,overweight,69.48892077971203,28.77488110547614,overweight,9.87217640980217e-05
27,male,70-74,72,White,obese,0.790844786638247,33.500743209765325,107.1,178.8,2,101.3479337892982,31.70150424571033,obese,60.0,97.7230072518216,30.567631854615403,obese,94.14938012473657,29.449805853570325,overweight,92.3821860913905,28.897029817034795,overweight,9.999242338771985e-05
28,female,55-59,57,White,obese,0.905905326105368,43.14875300507452,106.9,157.4,3,100.70593626919828,40.64860215364277,obese,62.0,96.72488372041128,39.04170362110926,obese,92.80784066229684,37.46064166203704,obese,90.87384255848016,36.68000923459204,obese,0.00011454038826275238
29,male,55-59,57,White,overweight,1.06403679930251,29.026044959449568,94.4,180.34,3,89.06748987989138,27.38640853473566,overweight,63.0,85.65370461341675,26.33674026538609,overweight,82.29743431218185,25.30475665670273,overweight,80.64127817691784,24.79552294439297,normal,0.00013453413354122418
30,female,25-29,27,White,obese,1.02042932209759,30.08428868420237,79.5,162.56,3,72.72400126596627,27.52012387868714,overweight,64.0,69.47719305697508,26.291470854013816,overweight,66.30297636390583,25.09028781828414,overweight,64.74365156135227,24.500210113724915,normal,0.0001290205139318946
31,female,60-64,62,White,overweight,0.755601801506311,28.671875,73.4,160.0,1,69.3284594038688,27.08142945463625,overweight,68.0,66.73166355923048,26.067056077824407,overweight,64.17913218975757,25.069973511624053,overweight,62.91972611461972,24.57801801352333,normal,9.55363890933803e-05
32,male,65-69,67,White,overweight,0.749640728225392,28.845292484099254,96.6,183.0,1,91.3453137925291,27.27621421736364,overweight,69.0,88.0112445423171,26.280642761001257,overweight,84.72817411475143,25.300299834199716,overweight,83.1061240418649,24.815946741277703,normal,9.478268599838409e-05
33,female,30-34,32,White,obese,1.05196459967171,30.2734375,77.5,160.0,3,71.77622491481695,28.03758785735037,overweight,70.0,68.590301700753,26.79308660185664,overweight,65.47544843880841,25.576347046409538,overweight,63.945193197507166,24.97859109277624,overweight,0.00013300775501904244
34,female,45-49,47,Asian,obese,0.94521211623392,32.63617638346388,75.8,152.4,1,71.25654231511541,30.679961523375518,obese,72.0,68.32006162855603,29.415640921354576,overweight,65.44180297161145,28.176388187775743,overweight,64.0248776768138,27.566321910160877,overweight,0.00011951023982775268
35,male,55-59,57,White,overweight,0.805814248626258,26.38172306695734,85.8,180.34,1,80.9623211311944,24.894237003977143,normal,75.0,77.85270758981144,23.938095240643516,normal,74.7978807203202,22.998799244275,normal,73.29134123780818,22.53556955409937,normal,0.00010188512446671964
36,female,75-79,77,White,obese,0.819911044710341,32.812709923833175,88.9,164.6,1,84.17290728254045,31.06795489434989,obese,77.0,81.19020169712036,29.967047659675124,obese,78.25119690451459,28.88227024995039,overweight,76.79838519288194,28.346042024216423,overweight,0.00010366748786629625
37,male,75-79,77,White,overweight,0.792409585047332,28.21614932016479,74.6,162.6,1,70.75302889725374,26.76109957397917,overweight,78.0,68.31636903021322,25.83947546337772,overweight,65.91610772758814,24.931618475143367,overweight,64.72978910993875,24.482914141941134,normal,0.00010019027255822874
38,male,35-39,37,White,overweight,0.953706953172175,25.925925925925924,84.0,180.0,5,78.80680155339125,24.323086899194827,normal,93.0,75.40858094016721,23.274253376594817,normal,72.08521115302399,22.24852196080987,normal,70.45206184368446,21.744463532001376,normal,0.00012058430561928477
39,male,60-64,62,White,overweight,0.871290350406617,27.170631566235965,90.0,182.0,5,85.02290564969981,25.66806715665373,overweight,94.0,81.843713154268,24.70828195697017,normal,78.71681720930246,23.764284871785552,normal,77.17332122376297,23.2983097523738,normal,0.00011016375789974739
40,female,60-64,62,White,obese,1.20202042501178,32.04418068523275,70.0,147.8,4,66.14053914476668,30.27741981390876,obese,95.0,63.68398638550991,29.152873807045463,overweight,61.26894328438069,28.047329842828184,overweight,60.07720915468482,27.50178493167485,overweight,0.00015198043571784239
41,male,45-49,47,White,obese,1.13624204914879,31.54737513601192,102.6,180.34,4,96.56991613821452,29.69324923260688,overweight,96.0,92.68935099544116,28.50005581838852,overweight,88.87718858309842,27.327894827145048,overweight,86.99731986706107,26.74987412937425,overweight,0.0001436635835109664
42,female,40-44,42,White,overweight,1.00373622760803,26.964550970522065,73.5,165.1,4,68.99203892325535,25.3107394572294,overweight,97.0,66.0629009093868,24.23614229703005,normal,63.19583458858956,23.18431704610482,normal,61.78599146475388,22.667095457355057,normal,0.00012690988109969662
43,female,40-44,42,White,overweight,0.754734613905983,29.123308001417225,68.8,153.7,5,64.60945860079505,27.34943550342688,overweight,99.0,61.89199951331301,26.199124486188666,overweight,59.23205050907028,25.07315771120865,overweight,57.92395869046135,24.519437348890605,normal,9.542674407686932e-05
44,female,16-19,18,Asian,overweight,1.41168402553172,27.793533565550792,85.8,175.7,5,76.84036815548397,24.89120456315529,normal,103.0,73.36996726624135,23.76702386850398,normal,69.97665020209416,22.667813242385908,normal,68.30963377691972,22.127810014327515,normal,0.000178489773411401
45,female,55-59,57,White,overweight,0.759732822724062,26.091534336151327,67.8,161.2,3,63.99263043746674,24.62634091917118,normal,105.0,61.55508768336803,23.68829917190859,normal,59.16116005531676,22.767041872416534,normal,57.98078024470193,22.31279525946143,normal,9.605870501378349e-05
46,female,40-44,42,White,obese,0.790790867974481,32.49858222559414,85.5,162.2,3,80.20580246575938,30.48625574740634,obese,106.0,76.7625184273414,29.17746218660397,overweight,73.38883832507199,27.89512510816592,overweight,71.72865280864524,27.26408796763569,overweight,9.998560604764645e-05
47,female,65-69,67,White,overweight,0.81965604137005,25.236340330075308,63.0,158.0,2,59.67028504030599,23.90253366459942,normal,108.0,57.56315578664041,23.05846650642541,normal,55.4890836410116,22.227641259818785,normal,54.46459674867954,21.81725554746016,normal,0.00010363524588607652
48,female,40-44,42,Asian,obese,1.18824887836253,34.44660602676895,89.4,161.1,5,83.8610200238661,32.31238834189147,obese,109.0,80.25759331836355,30.923956350048243,obese,76.72556829580708,29.56303605442529,overweight,74.98691397509955,28.893117257980634,overweight,0.00015023919603779194
49,male,40-44,42,Asian,obese,1.64973556925561,35.19144144144145,111.0,177.6,5,104.35947667610944,33.08612984060162,obese,110.0,100.079259596775,31.729129762186705,obese,95.87421268030128,30.39596163318131,obese,93.80052671238774,29.7385202069852,overweight,0.00020858841115967987
50,male,50-54,52,White,overweight,0.932914616011361,27.46500050118614,82.2,173.0,5,77.46099330607866,25.881584184596434,overweight,112.0,74.39792475113062,24.858139179768997,normal,71.39257697894514,23.85398007916908,normal,69.91186406285004,23.359238218066103,normal,0.00011795537486608078
52,female,65-69,67,White,overweight,1.12454460097291,26.741042318172266,70.7,162.6,5,66.89000591512439,25.29997848428761,overweight,117.0,64.47237157543795,24.385550447690417,normal,62.09377718192992,23.48588859005866,normal,60.91933579297904,23.04167661152756,normal,0.00014218458761907905
53,female,30-34,32,White,obese,0.870895254891325,42.45976233887952,105.3,157.48,5,97.83885938700789,39.45123188109597,obese,119.0,93.50359835550816,37.70313925930601,obese,89.25097978058812,35.988370275364794,obese,87.15639555292621,35.14377817180079,obese,0.00011011380301768819
54,male,55-59,57,White,overweight,0.863393146366858,29.003197917822597,80.5,166.6,5,75.9601793694702,27.367554237590667,overweight,121.0,73.03813474799244,26.31477611980895,overweight,70.16862876879327,25.28092705346001,overweight,68.75384816150981,24.77119833341853,normal,0.00010916525530699527
55,female,60-64,62,White,obese,0.771356386787282,35.78501129476859,89.9,158.5,5,84.81180101247269,33.75963578599556,obese,122.0,81.5583287084122,32.4645796886872,obese,78.35882690969115,31.19100674091339,obese,76.77970853497987,30.562433116054443,obese,9.752835918451451e-05
56,male,60-64,62,White,obese,0.956734026485026,36.51740573401846,88.3,155.5,5,83.41059268876708,34.49533924949786,obese,123.0,80.29245867473828,33.20580170789726,obese,77.22538605777831,31.9373811510544,obese,75.71130226692665,31.31121566854216,obese,0.00012096704114645557
58,female,30-34,32,White,obese,0.696605572212741,31.728547311454605,95.4,173.4,5,88.2773453714095,29.359663827530227,overweight,125.0,84.35987678524017,28.05677507095361,overweight,80.52126251185996,26.780112025006336,overweight,78.63226772615592,26.151861915684517,overweight,8.807705442054509e-05
59,female,25-29,27,Asian,overweight,1.05336587755616,26.10107223717374,61.1,153.0,5,56.68785988496333,24.21626719849773,normal,128.0,54.13409825758003,23.1253356647358,normal,51.64316308410351,22.061242720365463,normal,50.42149336118692,21.53936236540942,normal,0.0001331849290661793
60,male,35-39,37,Asian,overweight,1.16508492062607,25.99418681463866,78.7,174.0,5,73.8142933864929,24.38046419160157,normal,129.0,70.60777542181341,23.321368549944975,normal,67.47468208174577,22.286524666979048,normal,65.93602198716428,21.7783135114164,normal,0.0001473104035510067
61,female,50-54,52,White,obese,0.763820706162877,30.40878716554392,84.3,166.5,5,79.32907349127106,28.6156691795475,overweight,130.0,76.12281847480895,27.459105402631085,overweight,72.9759561523534,26.323965822526453,overweight,71.4252447747541,25.764591537394725,overweight,9.657556670204372e-05
63,female,35-39,37,White,overweight,0.960472206497022,26.40492951943777,70.5,163.4,5,66.0736513730001,24.747093724765534,normal,135.0,63.18682925020603,23.66586911926864,normal,60.36512605258512,22.60903402624804,normal,58.979101389308624,22.08991511070169,normal,0.00012143968721402078
64,male,45-49,47,White,overweight,1.57722818225447,29.02863706372204,83.4,169.5,4,78.47846356421677,27.315621536261176,overweight,137.0,75.28762785281214,26.20500268978242,overweight,72.15955031787072,25.116227780082223,overweight,70.61940852915608,24.58015803174566,normal,0.00019942075972889203
65,male,70-74,72,White,overweight,0.8257296372838,26.51493872834225,82.6,176.5,4,78.22723050921479,25.111261789827317,overweight,138.0,75.45086210159621,24.220036145574145,normal,72.71716311625599,23.342507560852265,normal,71.36654320615712,22.908953031051407,normal,0.00010440317605942344
66,male,45-49,47,White,overweight,1.00155033919354,29.47043546990854,78.3,163.0,4,73.67126746813396,27.72828012651359,overweight,140.0,70.66291686800348,26.596001681660383,overweight,67.71557776363882,25.486686651224662,overweight,66.2650805626585,24.940750710474045,overweight,0.0001266335028728778
67,female,35-39,37,White,overweight,0.921562040888035,27.94792899408284,73.8,162.5,4,69.14571096369401,26.18535799808531,overweight,141.0,66.10966139652804,25.03561141643665,overweight,63.14143986572593,23.9115511917542,normal,61.68322905705496,23.3593293470504,normal,0.00011651998385452977
68,female,80-84,82,White,overweight,0.874906980220771,27.63310185185185,57.3,144.0,5,54.51342977935328,26.2892697624196,overweight,142.0,52.786847971950735,25.456620356843526,overweight,51.08219736893042,24.634547342269688,normal,50.23819614041773,24.22752514487738,normal,0.00011062103546637434
69,male,80-84,82,White,obese,0.844278106221956,30.67033976124885,83.5,165.0,4,79.23755865033205,29.10470473841397,overweight,145.0,76.56099497102363,28.121577583479752,overweight,73.92155475710993,27.15208622850686,overweight,72.61595872022583,26.67252845554668,overweight,0.00010674839776486342
70,female,75-79,77,White,overweight,0.869007352149463,28.23234639433564,63.1,149.5,4,59.90799337705688,26.80417148669786,overweight,146.0,57.91139704339116,25.910849786195303,overweight,55.94279038389929,25.03005128976154,overweight,54.96911631032649,24.59440780766501,normal,0.00010987510134895549
71,male,25-29,27,White,obese,1.00180168287829,30.381297818867868,109.1,189.5,4,102.16262091205424,28.449431822962595,overweight,147.0,97.6363009345103,27.188978337524887,overweight,93.2009710096468,25.95386303622136,overweight,91.01837292903244,25.34607053112481,overweight,0.00012666528213546634
72,male,60-64,62,White,obese,0.866522036379486,38.03913931322269,100.2,162.3,4,94.63673320483932,35.927144496279155,obese,148.0,91.10044700297422,34.58465663715567,obese,87.61939542842477,33.2631376171876,obese,85.89996824885407,32.610387816562536,obese,0.00010956086428130013
73,female,16-19,18,Black,overweight,1.47004848205329,29.24399989587672,71.9,156.8,5,64.55354497471666,26.25596470819314,overweight,150.0,61.63416039069493,25.06855883237735,overweight,58.78428513512257,23.90942459486386,normal,57.38584035464679,23.34063295349219,normal,0.0001858692283258184
74,male,35-39,37,White,overweight,0.87326050837957,29.7441998810232,96.8,180.4,5,90.85814576494742,27.918417855906384,overweight,151.0,86.99672295102819,26.73189996332005,overweight,83.21237179532706,25.569064248494065,overweight,81.34974631819118,24.99672639213646,overweight,0.00011041285971277146
75,female,40-44,42,Asian,overweight,0.853505540764622,29.73305322833988,62.6,145.1,5,58.83526728134483,27.944922264853503,overweight,157.0,56.39929250299075,26.78791000051332,overweight,54.01430374900549,25.655114512154928,overweight,52.84114860629413,25.097902302836435,overweight,0.00010791509135273529
76,male,45-49,47,Asian,overweight,0.956286708192852,25.53544428538861,77.4,174.1,5,72.83130666141813,24.028162448122675,normal,158.0,69.85469327726983,23.04613214799269,normal,66.93932588347016,22.08430783719411,normal,65.50487695618861,21.611061187803497,normal,0.00012091048334799012
77,male,65-69,67,White,overweight,0.823119171997096,26.17847734255971,82.2,177.2,5,77.76122107025024,24.76484627636646,normal,161.0,74.92892719967821,23.86283726276256,normal,72.14246567424597,22.975424611796107,normal,70.76666519981636,22.53726936182362,normal,0.0001040731154020135
78,female,25-29,27,White,overweight,0.744870233733737,25.192887851340448,70.8,167.64,5,65.03336870716814,23.140937350770624,normal,162.0,62.11994204248274,22.104247644181303,normal,59.2755244580996,21.09211355935439,normal,57.87963792002159,20.595412810668016,normal,9.417951668749306e-05
79,female,45-49,47,White,obese,0.783722706405901,36.17410365189122,94.0,161.2,5,88.30993453713478,33.98439069614938,obese,165.0,84.6225052389553,32.565353997836986,obese,81.00340749147507,31.17261339098937,obese,79.22004044813468,30.48631866465786,obese,9.909192549732937e-05
80,male,30-34,32,White,overweight,1.56255421367676,26.781568163321356,82.3,175.3,4,77.07110971799486,25.08001431756134,overweight,167.0,73.634491772228,23.96169089391798,normal,70.27876829644492,22.869691659362186,normal,68.63172899052284,22.3337220914494,normal,0.00019756542009260553
81,female,45-49,47,White,overweight,0.9108493402886,26.831496909432943,62.4,152.5,3,58.75493667267533,25.264149066455392,overweight,170.0,56.40460868331273,24.2535269801936,normal,54.10070186202887,23.262865621942,normal,52.9663578161054,22.775106827672303,normal,0.00011516549696650458
82,male,45-49,47,White,obese,1.29362694858408,31.15863921724727,83.6,163.8,3,78.66428843710361,29.31904524752617,overweight,171.0,75.4667419237175,28.12728450361511,overweight,72.33176478277404,26.95884405279005,overweight,70.78809975538276,26.383503123833503,overweight,0.0001635629338829451
83,female,80-84,82,White,overweight,0.888393226446959,27.96446605085904,60.1,146.6,4,57.150797485482,26.592205258939792,overweight,175.0,55.31962274594153,25.74016160108505,overweight,53.5122675252974,24.89920114002772,normal,52.6176331116822,24.48292869930438,normal,0.00011232620247935091
84,female,55-59,57,White,overweight,0.82616139288356,28.22308326274582,78.9,167.2,3,74.38108946558938,26.6066372770732,overweight,176.0,71.4809258233008,25.56922840569298,overweight,68.63273897464548,24.55041199786717,normal,67.22849188516783,24.048102967096614,normal,0.00010445776615024865
85,male,55-59,57,White,obese,0.86231752398169,31.77490076887316,97.6,175.26,3,92.0826181403926,29.978648093739903,obese,177.0,88.55588926277197,28.83047739573668,overweight,85.08752359996464,27.701307572315883,overweight,83.37565145663865,27.143986184168533,overweight,0.000109029256321151
86,male,50-54,52,White,obese,1.23586353520952,38.82448979591837,118.9,175.0,3,112.0456377876144,36.5863307061598,obese,178.0,107.66584142782644,35.15619311929027,obese,103.35507009322404,33.74859431615479,obese,101.22614210417872,33.05343415646652,obese,0.0001562594733505424
87,female,50-54,52,White,overweight,0.87198360510407,29.22164257196368,61.1,144.6,3,57.63460649567665,27.564285937683128,overweight,179.0,55.41396277617519,26.502242450760907,overweight,53.23420736396773,25.45975417662294,overweight,52.15983513108228,24.94592567615451,overweight,0.00011025141127800121
88,male,75-79,77,White,overweight,0.840829318471559,28.855032317636194,73.5,159.6,3,69.71306719698316,27.368337509258406,overweight,180.0,67.3139455777952,26.426477211903197,overweight,64.95075255061863,25.49872195786248,overweight,63.78278598750421,25.04019525140554,overweight,0.000106312341726133
89,female,70-74,72,White,obese,0.848800827449122,43.215603428245615,104.9,155.8,3,99.15605453943613,40.849272931227496,obese,181.0,95.5112098876438,39.3477080024437,obese,91.91941848617569,37.86799939612504,obese,90.14382250104322,37.13650795720922,obese,0.000107320239248113
90,female,55-59,57,White,overweight,3.08542554714913,26.510778812854035,63.2,154.4,1,59.68983585823048,25.038354997042905,overweight,182.0,57.44702320481936,24.09755262088385,normal,55.243653479537386,23.17329554129699,normal,54.15693925339643,22.71744679949312,normal,0.0003901134367380583
91,female,65-69,67,White,obese,0.792488143257547,35.54141226312914,92.7,161.5,5,87.55193238664718,33.56763024150416,obese,183.0,84.27312432869292,32.31052701691492,obese,81.0460385536928,31.073254245202307,obese,79.45227246999491,30.46220033547524,obese,0.00010020020526051004
92,female,50-54,52,White,overweight,0.775787794883425,28.366969031848704,70.1,157.2,3,66.04173729574272,26.724734902679334,overweight,184.0,63.43169002116713,25.668541889704343,overweight,60.87104122942014,24.632338680333053,normal,59.609517282608905,24.121844946636475,normal,9.808865526541413e-05
93,female,20-24,22,White,overweight,0.885925344147689,26.51410277940418,70.1,162.6,3,63.630932257748746,24.067290696594227,normal,185.0,60.76337311213244,22.98268644676696,normal,57.96450358794655,21.92406284861565,normal,56.59123909314519,21.404649496854315,normal,0.00011201416965583234
94,female,60-64,62,White,obese,0.771356386787282,30.23994371274221,75.3,157.8,5,71.10842046137527,28.556635222496617,overweight,186.0,68.43462211071399,27.482856847686254,overweight,65.80636764039667,26.42736857085812,overweight,64.50959513457072,25.906593968143525,overweight,9.752835918451451e-05
95,female,85-89,87,White,overweight,0.874906980220771,27.739673830208808,72.8,162.0,5,69.18055294296394,26.360521621309232,overweight,187.0,66.92825676821873,25.50230786778644,overweight,64.70584937764555,24.65548292091356,normal,63.606019824634544,24.23640444468623,normal,0.00011062103546637434
96,female,70-74,72,White,obese,0.792488143257547,35.14116410019556,89.4,159.5,3,84.5478218121932,33.233880096380034,obese,188.0,81.47288370667485,32.025189888729415,obese,78.44485389228245,30.834938293563333,obese,76.94875755963855,30.246855891604262,obese,0.00010020020526051004
97,male,50-54,52,White,obese,0.967392140052626,30.207797496570645,90.2,172.8,1,84.99864340272033,28.46587369614852,overweight,192.0,81.65129292055485,27.344852792431183,overweight,78.36409484801729,26.2439768089907,overweight,76.74345479433936,25.701227734086768,overweight,0.00012231462618763172
98,male,35-39,37,White,overweight,0.815082779844786,26.06836435404731,95.1,191.0,1,89.2607097142951,24.467725587098798,normal,195.0,85.45911824311082,23.42565122751866,normal,81.73508631871456,22.40483712582291,normal,79.9028374399425,21.902589687766923,normal,0.00010305701421480152
99,male,45-49,47,White,overweight,0.882814461570842,29.060069639915767,89.2,175.2,5,83.94450511311186,27.3479054313374,overweight,199.0,80.54589042664571,26.240685930575665,overweight,77.21188415498845,25.15451491673849,overweight,75.56954758070621,24.619465418747204,normal,0.00011162083749636291
100,female,50-54,52,White,overweight,0.798689648388321,27.97521095199748,79.9,169.0,5,75.20754332859137,26.332251436781405,overweight,200.0,72.18163281327028,25.272796055204747,overweight,69.21263403708251,24.23326705545412,normal,67.74988723570353,23.72111874083664,normal,0.0001009843079531679
101,female,45-49,47,White,overweight,0.763820706162877,27.473482123063064,61.7,149.86,5,58.10157840814499,25.871194095914397,overweight,203.0,55.782601948523066,24.83861130325269,normal,53.509247475718446,23.826342851583604,normal,52.38987119140582,23.32791231129116,normal,9.657556670204372e-05
102,male,60-64,62,White,obese,0.956734026485026,33.38060272182584,112.4,183.5,5,106.14451919775745,31.522847210316336,obese,204.0,102.17330186016218,30.34347329333864,obese,98.26172780004696,29.181812263821683,overweight,96.32878917528907,28.60776727877973,overweight,0.00012096704114645557
103,female,80-84,82,White,overweight,0.874906980220771,25.015327808433398,58.1,152.4,5,55.26997855980328,23.79684391804758,normal,205.0,53.51354369120864,23.040599614914058,normal,51.77961480389423,22.29404540643416,normal,50.92119231111862,21.924446093957144,normal,0.00011062103546637434
104,male,40-44,42,White,obese,0.948487599320189,35.599354781757334,110.9,176.5,4,104.26530973338654,33.46959199845486,obese,206.0,99.98899841956796,32.09687853030454,obese,95.78780566200057,30.74827842675908,obese,93.71602313860612,30.08322774072695,obese,0.0001199243836611511
